-56.82,685.03,1,0,2
-25.88,690.87,2,0,2
145.16,676.86,3,0,2
190.11,680.36,4,0,1
-135.82,658.25,5,0,2
-94.43,667.03,6,0,2
213.46,619.65,7,0,2
256.65,617.90,8,0,1
5.06,570.62,10,0,1
19.65,578.21,11,0,1
125.89,562.44,12,0,2
145.74,571.20,13,0,1
1797.81,699.29,1,2,2
1751.29,728.59,2,2,1
2091.62,720.84,3,2,2
2066.63,738.07,4,2,2
1759.04,657.08,5,2,2
1703.90,670.86,6,2,1
2167.44,680.34,7,2,2
2145.90,693.26,8,2,2
1945.15,601.07,10,2,2
1922.75,605.38,11,2,2
2057.16,603.66,12,2,2
2043.37,611.41,13,2,2
936.25,654.52,1,1,2
895.00,662.62,2,1,1
1141.76,655.26,3,1,2
1109.35,669.25,4,1,1
883.21,616.22,5,1,2
853.01,632.42,6,1,1
1198.48,614.01,7,1,2
1181.54,624.32,8,1,1
994.41,573.14,10,1,2
970.85,583.11,11,1,1
1113.73,572.82,12,1,1
1095.87,577.69,13,1,1
1508.40,610.97,1,3,2
1430.15,607.64,2,3,1
1647.02,619.73,3,3,2
1570.44,618.78,4,3,1
1450.87,560.87,5,3,2
1414.89,564.55,6,3,2
1698.87,571.21,7,3,1
1638.46,572.64,8,3,1
1535.71,525.07,10,3,2
1502.41,528.40,11,3,1
1680.32,533.63,12,3,1
1632.75,535.06,13,3,1
