1269.88,432.22,1,0,2
1396.40,421.07,2,0,1
1437.15,412.49,3,0,2
1543.94,406.49,4,0,2
1212.41,409.92,5,0,1
1326.07,406.92,6,0,1
1589.99,384.59,8,0,2
1477.63,391.02,7,0,2
1209.41,285.54,10,0,1
1338.93,279.97,11,0,1
1478.91,286.37,12,0,2
1587.26,290.69,13,0,1
167.89,480.85,1,1,2
17.31,478.99,2,1,1
198.94,493.50,3,1,2
38.83,494.00,4,1,2
116.43,431.10,5,1,2
14.31,432.46,6,1,2
218.96,433.46,7,1,1
53.84,433.96,8,1,1
142.02,368.51,10,1,2
40.33,377.92,11,1,1
172.81,373.37,12,1,1
57.34,371.91,13,1,1
1274.29,430.78,1,2,2
1395.51,421.24,2,2,1
1435.08,412.15,3,2,2
1541.37,405.15,4,2,1
1212.08,408.80,5,2,1
1326.59,406.54,6,2,1
1490.62,376.13,7,2,2
1591.08,369.77,8,2,2
1210.63,284.04,10,2,1
1338.08,278.51,11,2,1
1491.62,286.06,12,2,2
1586.69,289.56,13,2,1
168.86,482.37,1,3,2
16.80,479.82,2,3,2
203.18,494.16,3,3,2
47.13,499.68,4,3,2
123.83,435.19,5,3,2
13.49,436.81,6,3,2
218.62,434.61,7,3,1
50.99,434.61,8,3,1
140.32,486.44,9,3,1
143.28,368.84,10,3,2
43.15,375.65,11,3,1
174.54,370.92,12,3,1
55.91,371.39,13,3,1
