1462.22,366.03,1,0,3
1576.64,360.11,2,0,3
1343.85,360.11,3,0,3
1424.73,356.17,4,0,3
1505.62,327.56,5,0,3
1600.31,316.71,6,0,3
1321.16,314.74,7,0,3
1385.28,315.73,8,0,3
1436.57,273.31,10,0,3
1520.41,262.46,11,0,3
1342.86,271.34,12,0,3
1406.88,262.05,13,0,3
1122.87,352.37,1,1,1
1190.92,347.37,2,1,2
1087.84,351.37,3,1,1
1139.33,351.08,4,1,2
1138.38,327.35,5,1,1
1194.92,321.35,6,1,1
1085.25,320.45,7,1,2
1123.12,321.27,8,1,2
1116.86,294.35,10,1,1
1165.56,290.09,11,1,1
1097.46,292.93,12,1,1
1130.84,287.51,13,1,1
