1414.17,319.32,2,0,1
1335.57,331.59,1,0,2
1427.48,316.89,3,0,2
1506.81,305.14,4,0,1
1311.13,310.19,5,0,1
1386.44,302.62,6,0,1
1522.88,271.74,8,0,1
1466.44,279.39,7,0,2
1383.92,259.77,10,0,1
1435.28,255.67,11,0,1
1465.73,249.68,13,0,1
1427.84,252.19,12,0,2
1334.69,331.61,1,1,2
1413.83,320.81,2,1,1
1421.66,315.68,3,1,2
1508.09,305.41,4,1,1
1309.93,310.71,5,1,1
1379.80,304.33,6,1,1
1459.65,285.60,7,1,2
1522.07,272.13,8,1,1
1381.82,260.71,10,1,1
1434.44,256.79,11,1,1
1433.50,251.25,12,1,2
1471.30,250.52,13,1,1
