916.41,618.49,1,0,2
883.39,623.20,2,0,1
1156.51,618.49,3,0,2
1122.96,626.87,4,0,1
872.90,573.93,5,0,2
842.50,589.13,6,0,1
1228.33,567.11,7,0,2
1205.26,575.50,8,0,1
1029.65,525.17,10,0,2
995.05,528.32,11,0,1
1110.66,524.36,12,0,2
1094.13,528.84,13,0,1
859.39,592.86,1,1,2
832.49,601.33,2,1,2
1041.34,583.45,3,1,2
1010.32,595.65,4,1,2
817.03,551.82,5,1,2
799.78,561.51,6,1,1
1088.05,541.97,7,1,2
1046.22,548.25,8,1,2
946.80,503.82,7,1,2
924.23,509.19,11,1,1
1061.63,508.78,12,1,1
1038.75,509.99,13,1,1
