2481.42,713.57,1,1,2
2339.90,698.06,2,1,2
2023.91,734.90,3,1,2
1866.88,694.19,4,1,2
2595.80,542.97,5,1,2
2527.95,537.16,6,1,2
1853.31,480.94,7,1,1
1626.49,444.10,8,1,1
2367.04,318.09,10,1,2
2180.93,294.83,11,1,2
1946.36,306.46,12,1,2
1731.18,306.46,13,1,1
242.06,592.37,1,0,1
240.34,579.44,2,0,2
-267.27,605.04,3,0,2
-271.70,580.67,4,0,2
389.33,504.57,5,0,1
398.29,487.48,6,0,2
-566.41,524.15,7,0,2
-558.79,498.73,8,0,2
-9.99,371.18,10,0,2
-8.13,348.77,11,0,2
-372.40,374.91,12,0,2
-368.80,352.10,13,0,2
