2262.21,532.51,1,1,2
2332.32,480.67,2,1,2
1889.65,513.90,3,1,1
1920.38,479.81,4,1,2
2394.67,441.35,5,1,2
2417.46,412.87,6,1,2
1741.00,402.76,7,1,1
1795.35,403.81,8,1,2
2175.29,268.39,10,1,2
2235.98,265.25,11,1,2
1806.29,266.61,12,1,1
1857.70,258.28,13,1,2
932.39,479.42,1,0,1
1084.54,476.19,2,0,2
813.90,462.59,3,0,1
964.11,463.24,4,0,2
977.06,439.28,5,0,1
1109.15,430.22,6,0,1
799.66,413.38,7,0,2
922.68,406.26,8,0,2
898.95,366.82,10,0,1
997.14,359.64,11,0,1
857.54,357.34,12,0,1
927.02,353.03,13,0,2
1529.15,416.15,1,2,2
1467.27,414.39,2,2,1
1738.13,419.65,3,2,2
1676.25,420.23,4,2,1
1501.13,363.02,5,2,2
1445.67,365.94,6,2,2
1816.94,363.61,7,2,2
1747.47,363.61,8,2,2
1622.55,302.90,10,2,2
1570.01,309.32,11,2,1
1800.01,302.31,12,2,2
1742.22,301.73,13,2,1
