1789.69,537.58,1,0,2
1655.74,536.11,2,0,1
2144.95,579.03,3,0,2
2074.28,587.75,4,0,2
1719.03,450.73,5,0,2
1613.05,452.21,6,0,1
2235.68,524.06,7,0,2
2185.08,535.41,8,0,2
1919.46,372.18,10,0,2
1852.04,378.36,11,0,1
2073.79,400.69,12,0,2
2009.02,400.69,13,0,2
1170.93,424.27,1,1,2
1083.70,416.97,2,1,1
1280.86,435.88,3,1,2
1185.52,430.75,4,1,1
1158.78,382.67,5,1,2
1071.54,386.18,6,1,1
1312.73,399.42,7,1,1
1231.43,393.21,8,1,1
1205.77,335.41,10,1,2
1147.43,338.38,11,1,1
1300.57,352.42,12,1,1
1230.35,347.56,13,1,1
947.24,412.08,1,2,2
834.66,407.58,2,2,2
1033.91,428.32,3,2,2
921.75,416.16,4,2,1
918.60,360.50,5,2,2
817.15,357.04,6,2,2
1066.21,374.49,7,2,1
958.56,367.55,8,2,1
964.13,310.88,10,2,2
891.74,315.55,11,2,1
1046.39,323.62,12,2,1
974.96,318.86,13,2,1
