1607.74,744.72,1,0,3
1566.12,770.23,2,0,3
2033.66,702.79,3,0,3
2001.11,759.02,4,0,3
1516.31,691.74,5,0,3
1500.19,705.05,6,0,3
2128.35,628.81,7,0,3
2127.32,685.65,8,0,3
1769.20,567.83,10,0,3
1733.19,587.82,11,0,3
1951.01,554.01,12,0,3
1934.39,569.53,13,0,3
819.36,744.02,1,1,3
704.15,766.27,2,1,3
1082.36,740.84,3,1,3
1001.31,763.88,4,1,3
723.22,674.89,5,1,3
669.19,693.96,6,1,3
1108.58,634.37,7,1,3
1054.55,647.08,8,1,3
893.12,594.87,10,1,3
831.28,607.35,11,1,3
1104.56,589.73,12,1,3
1047.09,597.02,13,1,3
1602.74,599.39,1,2,3
1657.50,594.30,2,2,3
1641.47,593.52,3,2,3
1692.32,588.43,4,2,3
1595.31,584.52,5,2,3
1640.29,580.61,6,2,3
1668.46,574.35,7,2,3
1699.36,568.09,8,2,3
1617.21,555.57,10,2,3
1659.07,550.88,11,2,3
1645.63,549.39,12,2,3
1674.08,547.95,13,2,3
1292.20,638.27,1,3,3
1399.90,624.26,2,3,3
1456.82,616.38,3,3,3
1549.64,600.62,4,3,3
1220.40,618.13,5,3,3
1326.35,609.37,6,3,3
1540.36,568.16,7,3,3
1589.92,560.34,8,3,3
1213.39,497.29,10,3,3
1334.23,486.79,11,3,3
1516.93,464.33,12,3,3
1572.31,474.45,13,3,3
