1419.82,292.38,1,0,2
1483.35,286.72,2,0,1
1485.65,281.91,3,0,2
1535.79,274.42,4,0,1
1411.28,277.63,5,0,2
1470.47,266.87,6,0,1
1507.45,256.69,7,0,2
1535.16,249.74,8,0,1
1445.70,245.12,10,0,1
1485.89,237.79,11,0,1
1471.72,237.14,12,0,2
1506.81,234.25,13,0,1
1548.92,272.58,1,2,2
1609.75,260.91,2,2,1
1597.52,260.81,3,2,2
1651.48,252.32,4,2,1
1540.23,253.53,5,2,2
1591.46,245.05,6,2,1
1627.54,230.19,7,2,2
1653.91,226.86,8,2,1
1562.97,221.70,10,2,1
1612.38,213.82,11,2,1
1605.32,210.38,12,2,2
1638.73,209.05,13,2,1
1270.45,321.13,1,1,1
1341.03,309.16,2,1,1
1335.20,307.85,3,1,2
1402.99,297.58,4,1,1
1252.42,297.11,5,1,2
1310.07,286.46,6,1,2
1374.19,267.94,7,1,2
1403.13,261.46,8,1,1
1295.94,254.75,10,1,1
1347.57,246.18,11,1,1
1352.66,242.25,12,1,2
1383.68,241.78,13,1,1
1012.50,358.62,1,3,1
1090.04,348.12,2,3,1
1139.00,339.61,3,3,1
1212.35,329.51,4,3,1
982.21,327.14,5,3,1
1052.63,318.42,6,3,1
1218.89,277.84,7,3,2
1249.47,274.58,8,3,2
1034.47,260.03,10,3,1
1098.36,250.38,11,3,1
1200.17,234.09,12,3,2
1228.68,233.58,13,3,1
