-9.15,588.69,1,0,2
-88.73,590.19,2,0,2
176.22,588.95,3,0,2
50.32,594.31,4,0,1
-45.42,527.49,5,0,2
-121.99,534.84,6,0,2
212.14,540.18,7,0,1
105.86,543.14,8,0,1
31.59,492.23,10,0,2
-19.95,500.63,11,0,2
127.96,493.94,12,0,1
60.61,499.41,13,0,1
1428.49,517.76,1,1,2
1493.55,524.94,2,1,1
1508.82,523.09,3,1,2
1585.91,519.62,4,1,1
1397.70,496.93,5,1,2
1467.62,499.71,6,1,1
1543.13,478.23,7,1,2
1594.94,476.79,8,1,1
1467.62,456.42,10,1,1
1516.00,458.96,11,1,1
1533.36,454.10,12,1,2
1552.59,455.55,13,1,1
1794.39,556.32,1,2,2
1837.03,569.18,2,2,2
1663.88,552.27,3,2,2
1688.88,565.14,4,2,2
1847.32,508.89,5,2,1
1699.54,508.53,6,2,1
1809.46,507.42,7,2,2
1655.79,503.38,8,2,2
1794.61,443.12,10,2,2
1691.71,447.71,11,2,1
1823.53,448.90,12,2,1
1713.95,450.40,13,2,1
