1173.72,312.65,1,0,1
1090.18,312.02,2,0,2
1027.30,316.18,3,0,1
915.61,311.08,4,0,2
1191.18,272.28,5,0,1
1104.48,271.16,6,0,2
976.26,268.65,7,0,1
876.19,259.14,8,0,1
1100.96,209.29,10,0,1
1039.78,198.97,11,0,2
1014.53,216.92,12,0,1
935.09,209.99,13,0,1
1171.91,311.17,1,2,1
1025.82,316.25,3,2,1
912.44,313.04,4,2,2
1094.34,308.59,2,2,2
980.12,261.39,7,2,1
879.66,252.90,8,2,1
1190.85,273.89,5,2,2
1111.62,266.68,6,2,2
1017.12,214.98,12,2,1
948.43,205.21,13,2,1
1116.13,217.70,10,2,1
1051.11,201.09,11,2,2
809.29,269.61,1,3,2
899.66,268.94,2,3,2
888.32,267.36,3,3,2
997.97,269.25,4,3,2
790.28,227.86,5,3,1
867.40,232.92,6,3,1
929.28,230.18,7,3,2
1015.08,229.50,8,3,2
865.27,179.39,10,3,1
927.99,181.79,11,3,1
929.80,177.07,12,3,2
995.45,184.81,13,3,1
808.62,274.26,1,1,2
897.79,275.62,2,1,2
991.84,269.66,4,1,2
886.48,271.15,3,1,2
791.31,227.26,5,1,1
873.19,231.06,6,1,1
1014.71,224.55,8,1,2
955.29,224.38,7,1,2
862.78,180.51,10,1,1
926.58,183.14,11,1,1
997.20,183.94,13,1,1
941.84,175.31,12,1,2
