1713.64,381.37,1,0,2
1823.67,388.70,2,0,1
1817.07,382.83,3,0,2
1918.30,388.70,4,0,1
1705.57,354.96,5,0,1
1796.53,359.36,6,0,1
1869.15,353.49,7,0,2
1927.83,350.56,8,0,2
1782.71,311.26,10,0,1
1856.33,317.84,11,0,1
1843.76,309.25,12,0,2
1890.63,318.13,13,0,1
1437.31,340.33,1,1,2
1542.31,355.42,2,1,1
1690.69,347.87,3,1,2
1814.56,361.71,4,1,2
1347.40,317.06,5,1,1
1442.34,325.87,6,1,1
1804.50,305.75,7,1,2
1889.38,310.15,8,1,2
1360.35,197.49,10,1,1
1466.05,200.57,11,1,1
1812.58,231.29,12,1,2
1891.27,238.83,13,1,1
