1106.11,635.78,1,0,2
1045.75,642.78,2,0,2
1082.40,645.48,3,0,1
990.78,649.79,4,0,2
1103.42,618.84,5,0,2
1041.52,621.15,6,0,2
1059.53,623.00,7,0,1
983.31,624.38,8,0,1
1073.54,586.41,10,0,1
1030.13,584.51,11,0,2
1064.72,589.13,12,0,1
1007.44,590.81,13,0,1
747.22,651.52,1,1,2
814.35,646.23,2,1,1
784.45,646.79,3,1,2
853.43,640.52,4,1,1
744.00,635.38,7,1,2
801.01,629.08,8,1,1
813.28,617.09,7,1,2
852.66,611.93,11,1,1
766.43,597.70,10,1,1
814.04,596.30,11,1,1
791.32,592.93,12,1,2
828.62,592.67,13,1,1
507.25,805.21,1,2,1
318.49,835.69,2,2,2
220.84,894.79,3,2,1
-26.69,895.48,4,2,2
529.34,709.38,5,2,1
373.50,706.79,6,2,2
49.24,766.09,7,2,1
-143.80,774.92,8,2,2
45.45,921.29,9,2,1
296.54,612.16,10,2,1
152.70,610.90,11,2,2
95.92,628.56,12,2,1
-36.56,636.13,13,2,2
599.78,637.57,1,3,2
623.27,634.65,2,3,2
513.58,641.98,3,3,1
540.39,639.26,4,3,2
621.17,618.90,5,3,1
633.72,616.18,6,3,2
492.39,620.16,7,3,1
508.10,619.29,8,3,2
571.47,600.66,10,3,2
583.18,599.84,11,3,2
527.68,600.80,12,3,1
543.93,599.01,13,3,2
683.57,628.68,1,4,1
698.23,626.11,2,4,2
594.14,632.17,3,4,2
610.01,627.39,4,4,2
703.37,612.99,5,4,1
719.07,613.50,6,4,2
574.00,618.28,7,4,2
590.21,618.28,8,4,2
647.15,596.45,10,4,1
658.84,595.57,11,4,1
603.06,601.30,12,4,1
614.75,596.89,13,4,2
