707.53,391.50,1,0,1
526.05,399.08,2,0,2
598.19,413.13,3,0,1
383.94,420.05,4,0,2
714.74,332.62,5,0,2
615.01,324.21,6,0,2
536.90,332.62,7,0,1
317.01,327.81,8,0,1
633.31,237.13,10,0,1
558.48,219.80,11,0,2
534.06,226.89,12,0,1
364.94,222.12,13,0,1
1495.38,508.31,1,1,1
1197.39,492.80,2,1,2
1136.46,561.48,3,1,1
853.98,542.65,4,1,2
1519.12,385.71,5,1,2
1370.20,375.38,6,1,2
962.54,325.53,7,1,1
738.77,310.02,8,1,1
938.17,576.99,9,1,1
1300.41,242.44,10,1,1
1134.25,225.83,11,1,2
995.77,245.77,12,1,1
810.77,244.66,13,1,1
1549.03,301.89,1,2,2
1536.47,295.85,2,2,2
1442.53,304.68,3,2,2
1435.09,295.38,4,2,2
1578.05,293.00,5,2,2
1573.97,286.33,6,2,2
1401.54,286.02,7,2,2
1389.68,282.06,8,2,2
1512.92,263.33,10,2,1
1509.67,260.71,11,2,2
1447.48,262.25,12,2,1
1444.24,259.48,13,2,2
1528.68,367.24,1,3,2
1667.63,373.53,2,3,1
1671.41,363.47,3,3,2
1785.21,364.73,4,3,1
1513.50,324.62,5,3,1
1612.66,330.55,6,3,1
1751.17,303.60,7,3,2
1808.29,300.91,8,3,2
1589.72,250.14,10,3,1
1689.50,248.75,11,3,1
1728.35,235.32,12,3,2
1798.05,244.59,13,3,1
