442.81,1030.30,1,0,1
409.43,899.01,2,0,2
-361.49,1058.67,3,0,2
-374.68,900.35,4,0,2
689.91,873.83,5,0,1
684.18,768.88,6,0,2
-666.74,873.51,7,0,2
-718.20,797.83,8,0,2
17.52,637.73,10,0,1
126.01,614.63,11,0,1
-356.02,638.37,12,0,2
-244.99,595.60,13,0,2
1078.95,704.38,1,1,2
1138.07,718.41,2,1,1
1465.60,695.76,3,1,2
1565.50,696.79,4,1,1
968.13,660.74,5,1,2
1016.54,659.71,6,1,1
1599.05,591.88,7,1,2
1667.03,598.06,8,1,1
1238.63,545.09,10,1,1
1274.30,548.98,11,1,1
1426.81,528.78,12,1,2
1478.52,537.12,13,1,1
