883.11,637.28,1,0,2
933.19,651.34,2,0,1
1098.81,642.12,3,0,2
1150.21,656.61,4,0,1
844.45,608.73,5,0,2
875.64,614.00,6,0,1
1146.26,602.58,7,0,2
1187.55,604.34,8,0,1
991.18,559.53,10,0,1
1016.22,562.16,11,0,1
1056.20,555.57,12,0,2
1081.68,561.28,13,0,1
3045.59,1235.52,1,1,2
2923.82,1124.43,2,1,2
2069.24,1197.06,3,1,2
1921.83,1083.83,4,1,2
3417.44,1023.27,5,1,2
3294.38,970.97,6,1,2
1728.92,888.02,7,1,1
1716.12,859.51,8,1,2
2909.19,650.46,10,1,2
2869.63,603.00,11,1,2
2374.53,639.40,12,1,2
2340.69,602.48,13,1,2
791.17,598.51,1,2,1
862.92,602.43,2,2,2
764.90,587.25,3,2,1
822.19,598.07,4,2,2
806.08,578.29,5,2,1
879.69,583.92,6,2,2
765.21,564.40,7,2,2
818.86,570.91,8,2,2
796.86,541.27,10,2,1
848.28,544.41,11,2,1
782.45,540.00,12,2,1
826.27,540.47,13,2,2
1623.44,661.73,1,3,3
1744.21,677.17,2,3,3
1859.71,668.17,3,3,3
1976.65,677.61,4,3,3
1595.17,627.36,5,3,3
1695.03,636.90,6,3,3
1980.43,615.36,7,3,3
2047.39,619.13,8,3,3
1664.90,514.37,10,3,3
1765.88,515.19,11,3,3
1965.59,531.24,12,3,3
2005.98,546.68,13,3,3
