1701.61,683.67,1,0,2
1675.59,674.16,2,0,2
1571.19,672.72,3,0,2
1534.79,663.90,4,0,2
1738.08,654.34,5,0,2
1687.72,653.60,6,0,2
1525.97,639.27,7,0,1
1485.17,636.33,8,0,2
1681.12,606.72,10,0,1
1651.72,603.25,11,0,2
1537.94,600.44,12,0,1
1504.25,598.97,13,0,1
1674.03,751.33,1,1,2
1571.94,758.35,2,1,1
2045.11,819.33,3,1,2
1977.70,814.58,4,1,2
1598.84,672.15,5,1,2
1520.03,680.70,6,1,1
2186.71,712.65,7,1,2
2064.71,713.92,8,1,2
1819.97,590.12,10,1,2
1753.31,597.54,11,1,1
2049.66,606.93,12,1,2
1973.36,610.69,13,1,2
